timestamp,value
2024-01-05 00:00:00,18.3249185392
2024-01-05 00:05:00,21.970327182
2024-01-05 00:10:00,18.6248060317
2024-01-05 00:15:00,21.9536839759
2024-01-05 00:20:00,21.9091197303
2024-01-05 00:25:00,21.1752724156
2024-01-05 00:30:00,20.6376918483
2024-01-05 00:35:00,20.311228201
2024-01-05 00:40:00,21.4644061815
2024-01-05 00:45:00,19.1577580865
2024-01-05 00:50:00,19.8707248499
2024-01-05 00:55:00,20.4775598775
2024-01-05 01:00:00,19.6447619035
2024-01-05 01:05:00,19.7099458164
2024-01-05 01:10:00,19.32113867
2024-01-05 01:15:00,20.2569272667
2024-01-05 01:20:00,21.4022981121
2024-01-05 01:25:00,18.806113512
2024-01-05 01:30:00,21.737732155
2024-01-05 01:35:00,20.756350615
2024-01-05 01:40:00,21.2930928507
2024-01-05 01:45:00,20.2247627705
2024-01-05 01:50:00,21.1180668057
2024-01-05 01:55:00,18.0648015894
2024-01-05 02:00:00,21.2735216991
2024-01-05 02:05:00,18.1605554363
2024-01-05 02:10:00,21.5596535055
2024-01-05 02:15:00,21.967850989
2024-01-05 02:20:00,19.1762698487
2024-01-05 02:25:00,18.8412742251
2024-01-05 02:30:00,21.0614534554
2024-01-05 02:35:00,19.0121053637
2024-01-05 02:40:00,21.4622495327
2024-01-05 02:45:00,18.4113703686
2024-01-05 02:50:00,18.5038207855
2024-01-05 02:55:00,21.9166062204
2024-01-05 03:00:00,20.6953555931
2024-01-05 03:05:00,21.3875488977
2024-01-05 03:10:00,19.2973175094
2024-01-05 03:15:00,20.7059349981
2024-01-05 03:20:00,20.3769673092
2024-01-05 03:25:00,20.4126004805
2024-01-05 03:30:00,20.7301298382
2024-01-05 03:35:00,20.3014366925
2024-01-05 03:40:00,19.7162494772
2024-01-05 03:45:00,19.1036907775
2024-01-05 03:50:00,21.0743253237
2024-01-05 03:55:00,18.90508972
2024-01-05 04:00:00,20.7694172246
2024-01-05 04:05:00,18.9333312906
2024-01-05 04:10:00,20.5013206798
2024-01-05 04:15:00,20.9883130685
2024-01-05 04:20:00,18.8748555556
2024-01-05 04:25:00,18.2397732034
2024-01-05 04:30:00,18.523894972
2024-01-05 04:35:00,20.4239878691
2024-01-05 04:40:00,21.3977856249
2024-01-05 04:45:00,18.1799872849
2024-01-05 04:50:00,20.9366050362
2024-01-05 04:55:00,19.3652745838
2024-01-05 05:00:00,19.9141134797
2024-01-05 05:05:00,21.7154381994
2024-01-05 05:10:00,19.327886018900003
2024-01-05 05:15:00,19.8613477358
2024-01-05 05:20:00,18.054729659
2024-01-05 05:25:00,18.32639488
2024-01-05 05:30:00,19.0343663645
2024-01-05 05:35:00,18.1114089633
2024-01-05 05:40:00,20.5255013042
2024-01-05 05:45:00,19.7055934272
2024-01-05 05:50:00,20.1925808109
2024-01-05 05:55:00,18.6985887436
2024-01-05 06:00:00,19.1837281177
2024-01-05 06:05:00,20.6552978994
2024-01-05 06:10:00,21.8612108945
2024-01-05 06:15:00,18.2016670944
2024-01-05 06:20:00,21.5615372834
2024-01-05 06:25:00,20.3075248052
2024-01-05 06:30:00,20.255678267
2024-01-05 06:35:00,20.0011141408
2024-01-05 06:40:00,18.2775763436
2024-01-05 06:45:00,18.3595074069
2024-01-05 06:50:00,20.4036480226
2024-01-05 06:55:00,19.3638342857
2024-01-05 07:00:00,21.6690722663
2024-01-05 07:05:00,19.6263621494
2024-01-05 07:10:00,18.5731258348
2024-01-05 07:15:00,20.858875334
2024-01-05 07:20:00,19.1734136858
2024-01-05 07:25:00,20.1018812294
2024-01-05 07:30:00,20.791331142
2024-01-05 07:35:00,21.6010564448
2024-01-05 07:40:00,21.1687647792
2024-01-05 07:45:00,20.7054442715
2024-01-05 07:50:00,20.7185327296
2024-01-05 07:55:00,21.7836985761
2024-01-05 08:00:00,19.18329639
2024-01-05 08:05:00,18.0044483768
2024-01-05 08:10:00,19.0878182376
2024-01-05 08:15:00,18.8715655185
2024-01-05 08:20:00,20.6473383405
2024-01-05 08:25:00,20.5348463991
2024-01-05 08:30:00,20.3738455308
2024-01-05 08:35:00,18.0649737728
2024-01-05 08:40:00,20.9151122178
2024-01-05 08:45:00,19.2941216499
2024-01-05 08:50:00,20.660223956
2024-01-05 08:55:00,20.226313714
2024-01-05 09:00:00,137.8611405858
2024-01-05 09:05:00,135.0302372326
2024-01-05 09:10:00,134.4840970082
2024-01-05 09:15:00,144.5086493303
2024-01-05 09:20:00,145.69020657229999
2024-01-05 09:25:00,142.03711743600002
2024-01-05 09:30:00,134.6067039621
2024-01-05 09:35:00,138.6675701497
2024-01-05 09:40:00,143.1135731214
2024-01-05 09:45:00,143.8055640225
2024-01-05 09:50:00,134.8077732632
2024-01-05 09:55:00,133.20041777630001
2024-01-05 10:00:00,152.89236695210002
2024-01-05 10:05:00,147.3743726513
2024-01-05 10:10:00,145.78955026670002
2024-01-05 10:15:00,142.04016873109998
2024-01-05 10:20:00,150.22544679290002
2024-01-05 10:25:00,155.04985941380002
2024-01-05 10:30:00,156.7024431502
2024-01-05 10:35:00,150.6203616335
2024-01-05 10:40:00,149.82443980649998
2024-01-05 10:45:00,143.1600751028
2024-01-05 10:50:00,150.3585058799
2024-01-05 10:55:00,147.73727530550002
2024-01-05 11:00:00,153.2238795072
2024-01-05 11:05:00,149.75030383659998
2024-01-05 11:10:00,147.38971725940002
2024-01-05 11:15:00,145.0783277372
2024-01-05 11:20:00,148.5764629427
2024-01-05 11:25:00,145.1050394445
2024-01-05 11:30:00,146.3813691059
2024-01-05 11:35:00,159.270594266
2024-01-05 11:40:00,150.631022969
2024-01-05 11:45:00,152.0268885745
2024-01-05 11:50:00,157.462029081
2024-01-05 11:55:00,159.40152779340002
2024-01-05 12:00:00,153.22584307210002
2024-01-05 12:05:00,156.8975816393
2024-01-05 12:10:00,149.13837912169998
2024-01-05 12:15:00,148.7996330352
2024-01-05 12:20:00,150.3491276245
2024-01-05 12:25:00,154.66080406330002
2024-01-05 12:30:00,154.8155689476
2024-01-05 12:35:00,148.95137835719999
2024-01-05 12:40:00,146.0424011556
2024-01-05 12:45:00,154.01979809530002
2024-01-05 12:50:00,145.9643499385
2024-01-05 12:55:00,153.1583730755
2024-01-05 13:00:00,155.0748113079
2024-01-05 13:05:00,155.18981359420002
2024-01-05 13:10:00,156.0353804376
2024-01-05 13:15:00,157.94511896490002
2024-01-05 13:20:00,151.98014402889999
2024-01-05 13:25:00,155.6639028756
2024-01-05 13:30:00,153.8871061425
2024-01-05 13:35:00,146.96824233939998
2024-01-05 13:40:00,144.3936556697
2024-01-05 13:45:00,148.53428953190001
2024-01-05 13:50:00,151.069558052
2024-01-05 13:55:00,153.854045424
2024-01-05 14:00:00,157.5952405193
2024-01-05 14:05:00,147.1363247506
2024-01-05 14:10:00,146.00524421609998
2024-01-05 14:15:00,159.411483207
2024-01-05 14:20:00,145.72517397180002
2024-01-05 14:25:00,151.6520336406
2024-01-05 14:30:00,153.36511394770002
2024-01-05 14:35:00,152.65811895899998
2024-01-05 14:40:00,145.3729924398
2024-01-05 14:45:00,144.9089308274
2024-01-05 14:50:00,145.68419782810003
2024-01-05 14:55:00,153.36549721059998
2024-01-05 15:00:00,152.7087433908
2024-01-05 15:05:00,147.73912557
2024-01-05 15:10:00,154.20359710740001
2024-01-05 15:15:00,157.1202628705
2024-01-05 15:20:00,144.664565771
2024-01-05 15:25:00,151.96931138399998
2024-01-05 15:30:00,155.02816951559998
2024-01-05 15:35:00,148.036260878
2024-01-05 15:40:00,148.92359601110002
2024-01-05 15:45:00,153.81742099299998
2024-01-05 15:50:00,158.3661355722
2024-01-05 15:55:00,156.9579751205
2024-01-05 16:00:00,153.3299273518
2024-01-05 16:05:00,155.68338681170002
2024-01-05 16:10:00,149.837010076
