timestamp,value
2024-01-03 00:00:00,18.3249185392
2024-01-03 00:05:00,21.970327182
2024-01-03 00:10:00,18.6248060317
2024-01-03 00:15:00,21.9536839759
2024-01-03 00:20:00,21.9091197303
2024-01-03 00:25:00,21.1752724156
2024-01-03 00:30:00,20.6376918483
2024-01-03 00:35:00,20.311228201
2024-01-03 00:40:00,21.4644061815
2024-01-03 00:45:00,19.1577580865
2024-01-03 00:50:00,19.8707248499
2024-01-03 00:55:00,20.4775598775
2024-01-03 01:00:00,19.6447619035
2024-01-03 01:05:00,19.7099458164
2024-01-03 01:10:00,19.32113867
2024-01-03 01:15:00,20.2569272667
2024-01-03 01:20:00,21.4022981121
2024-01-03 01:25:00,18.806113512
2024-01-03 01:30:00,21.737732155
2024-01-03 01:35:00,20.756350615
2024-01-03 01:40:00,21.2930928507
2024-01-03 01:45:00,20.2247627705
2024-01-03 01:50:00,21.1180668057
2024-01-03 01:55:00,18.0648015894
2024-01-03 02:00:00,21.2735216991
2024-01-03 02:05:00,18.1605554363
2024-01-03 02:10:00,21.5596535055
2024-01-03 02:15:00,21.967850989
2024-01-03 02:20:00,19.1762698487
2024-01-03 02:25:00,18.8412742251
2024-01-03 02:30:00,21.0614534554
2024-01-03 02:35:00,19.0121053637
2024-01-03 02:40:00,21.4622495327
2024-01-03 02:45:00,18.4113703686
2024-01-03 02:50:00,18.5038207855
2024-01-03 02:55:00,21.9166062204
2024-01-03 03:00:00,20.6953555931
2024-01-03 03:05:00,21.3875488977
2024-01-03 03:10:00,19.2973175094
2024-01-03 03:15:00,20.7059349981
2024-01-03 03:20:00,20.3769673092
2024-01-03 03:25:00,20.4126004805
2024-01-03 03:30:00,20.7301298382
2024-01-03 03:35:00,20.3014366925
2024-01-03 03:40:00,19.7162494772
2024-01-03 03:45:00,19.1036907775
2024-01-03 03:50:00,21.0743253237
2024-01-03 03:55:00,18.90508972
2024-01-03 04:00:00,20.7694172246
2024-01-03 04:05:00,18.9333312906
2024-01-03 04:10:00,20.5013206798
2024-01-03 04:15:00,20.9883130685
2024-01-03 04:20:00,18.8748555556
2024-01-03 04:25:00,18.2397732034
2024-01-03 04:30:00,18.523894972
2024-01-03 04:35:00,20.4239878691
2024-01-03 04:40:00,21.3977856249
2024-01-03 04:45:00,18.1799872849
2024-01-03 04:50:00,20.9366050362
2024-01-03 04:55:00,19.3652745838
2024-01-03 05:00:00,19.9141134797
2024-01-03 05:05:00,21.7154381994
2024-01-03 05:10:00,19.327886018900003
2024-01-03 05:15:00,19.8613477358
2024-01-03 05:20:00,18.054729659
2024-01-03 05:25:00,18.32639488
2024-01-03 05:30:00,19.0343663645
2024-01-03 05:35:00,18.1114089633
2024-01-03 05:40:00,20.5255013042
2024-01-03 05:45:00,19.7055934272
2024-01-03 05:50:00,20.1925808109
2024-01-03 05:55:00,18.6985887436
2024-01-03 06:00:00,19.1837281177
2024-01-03 06:05:00,20.6552978994
2024-01-03 06:10:00,21.8612108945
2024-01-03 06:15:00,18.2016670944
2024-01-03 06:20:00,21.5615372834
2024-01-03 06:25:00,20.3075248052
2024-01-03 06:30:00,20.255678267
2024-01-03 06:35:00,20.0011141408
2024-01-03 06:40:00,18.2775763436
2024-01-03 06:45:00,18.3595074069
2024-01-03 06:50:00,20.4036480226
2024-01-03 06:55:00,19.3638342857
2024-01-03 07:00:00,21.6690722663
2024-01-03 07:05:00,19.6263621494
2024-01-03 07:10:00,18.5731258348
2024-01-03 07:15:00,20.858875334
2024-01-03 07:20:00,19.1734136858
2024-01-03 07:25:00,20.1018812294
2024-01-03 07:30:00,20.791331142
2024-01-03 07:35:00,21.6010564448
2024-01-03 07:40:00,21.1687647792
2024-01-03 07:45:00,20.7054442715
2024-01-03 07:50:00,20.7185327296
2024-01-03 07:55:00,21.7836985761
2024-01-03 08:00:00,19.18329639
2024-01-03 08:05:00,18.0044483768
2024-01-03 08:10:00,19.0878182376
2024-01-03 08:15:00,18.8715655185
2024-01-03 08:20:00,20.6473383405
2024-01-03 08:25:00,20.5348463991
2024-01-03 08:30:00,20.3738455308
2024-01-03 08:35:00,18.0649737728
2024-01-03 08:40:00,20.9151122178
2024-01-03 08:45:00,19.2941216499
2024-01-03 08:50:00,20.660223956
2024-01-03 08:55:00,20.226313714
2024-01-03 09:00:00,97.8611405858
2024-01-03 09:05:00,95.0302372326
2024-01-03 09:10:00,94.4840970082
2024-01-03 09:15:00,104.5086493303
2024-01-03 09:20:00,105.6902065723
2024-01-03 09:25:00,102.037117436
2024-01-03 09:30:00,94.6067039621
2024-01-03 09:35:00,98.6675701497
2024-01-03 09:40:00,103.1135731214
2024-01-03 09:45:00,103.8055640225
2024-01-03 09:50:00,94.8077732632
2024-01-03 09:55:00,93.2004177763
2024-01-03 10:00:00,112.8923669521
2024-01-03 10:05:00,107.3743726513
2024-01-03 10:10:00,105.7895502667
2024-01-03 10:15:00,102.0401687311
2024-01-03 10:20:00,110.2254467929
2024-01-03 10:25:00,115.04985941380002
2024-01-03 10:30:00,116.7024431502
2024-01-03 10:35:00,110.6203616335
2024-01-03 10:40:00,109.8244398065
2024-01-03 10:45:00,103.1600751028
2024-01-03 10:50:00,110.3585058799
2024-01-03 10:55:00,107.7372753055
2024-01-03 11:00:00,113.2238795072
2024-01-03 11:05:00,109.7503038366
2024-01-03 11:10:00,107.3897172594
2024-01-03 11:15:00,105.0783277372
2024-01-03 11:20:00,108.5764629427
2024-01-03 11:25:00,105.1050394445
2024-01-03 11:30:00,106.3813691059
2024-01-03 11:35:00,119.270594266
2024-01-03 11:40:00,110.631022969
2024-01-03 11:45:00,112.0268885745
2024-01-03 11:50:00,117.462029081
2024-01-03 11:55:00,119.4015277934
2024-01-03 12:00:00,113.2258430721
2024-01-03 12:05:00,116.8975816393
2024-01-03 12:10:00,109.1383791217
2024-01-03 12:15:00,108.7996330352
2024-01-03 12:20:00,110.3491276245
2024-01-03 12:25:00,114.6608040633
2024-01-03 12:30:00,114.8155689476
2024-01-03 12:35:00,108.9513783572
2024-01-03 12:40:00,106.0424011556
2024-01-03 12:45:00,114.0197980953
2024-01-03 12:50:00,105.9643499385
2024-01-03 12:55:00,113.1583730755
2024-01-03 13:00:00,115.0748113079
2024-01-03 13:05:00,115.1898135942
2024-01-03 13:10:00,116.0353804376
2024-01-03 13:15:00,117.9451189649
2024-01-03 13:20:00,111.9801440289
2024-01-03 13:25:00,115.6639028756
2024-01-03 13:30:00,113.8871061425
2024-01-03 13:35:00,106.9682423394
2024-01-03 13:40:00,104.3936556697
2024-01-03 13:45:00,108.5342895319
2024-01-03 13:50:00,111.069558052
2024-01-03 13:55:00,113.854045424
2024-01-03 14:00:00,117.5952405193
2024-01-03 14:05:00,107.1363247506
2024-01-03 14:10:00,106.0052442161
2024-01-03 14:15:00,119.411483207
2024-01-03 14:20:00,105.7251739718
2024-01-03 14:25:00,111.6520336406
2024-01-03 14:30:00,113.3651139477
2024-01-03 14:35:00,112.658118959
2024-01-03 14:40:00,105.3729924398
2024-01-03 14:45:00,104.9089308274
2024-01-03 14:50:00,105.6841978281
2024-01-03 14:55:00,113.3654972106
2024-01-03 15:00:00,112.7087433908
2024-01-03 15:05:00,107.73912557
2024-01-03 15:10:00,114.2035971074
